posicion,etiqueta
01010230202,30557690100921004961
01010230301,30557690100011002029
01010230302,30557690101527002524
01010230401,30557690100617002033
01010230402,30557690100819002158
01010230501,30557690101527001936
01010230502,30557690100516004022
01010230601,30557690100213002437
01010230602,30557690101426003756
01010230701,30557690100213002017
01010230702,30557690101831004751
01010230801,30557690100516004049
01010230802,30557690100516004541
01010240101,30557690101224002305
01010240102,30557690101224002452
01010240201,30557690101123002139
01010240202,30557690100112002344
01010240301,30557690100718002442
01010240302,30557690100314002673
01010240401,30557690100415003385
01010240402,30557690100921004712
01010240501,30557690100819002789
01010240502,30557690101426003765
01010240601,30557690100112002090
01010240602,30557690100415002943
01010240701,30557690101932002035
01010240702,30557690101224004812
01010240801,30557690101628002337
01010240802,30557690101123001191
01010250101,30557690100112002689
01010250102,30557690100112003043
01010250201,30557690101932003898
01010250202,30557690101022005445
01010250301,30557690100921003484
01010250302,30557690101022003903
01010250401,30557690100718003479
01010250402,30557690100921004249
01010250501,30557690101932003370
01010250502,30557690101932004830
01010250601,30557690100213002748
01010250602,30557690100112003149
01010250701,30557690100516002345
01010250702,30557690101224003242
01010250801,30557690101932004214
01010250802,30557690101628004258
01010260101,30557690101325002964
01010260102,30557690100011003025
01010260201,30557690101628003140
01010260202,30557690100819005510
01010260301,30557690100112004601
01010260302,30557690101224005147
01010260401,30557690100112004502
01010260402,30557690100112004917
01010260501,30557690100213004814
01010260502,30557690101123001078
01010260601,30557690100921003763
01010260602,30557690100213003821
01010260701,30557690101628005165
01010260702,30557690100213005315
01010260801,30557690101123005129
01010260802,30557690100314005300
01010270101,30557690101527002829
01010270102,30557690101932003904
01010270201,30557690100718004831
01010270202,30557690101022004922
01010270301,30557690101527004371
01010270302,30557690100921004748
01010270401,30557690101123002976
01010270402,30557690101527003288
01010270501,30557690100516003064
01010270502,30557690100921003316
01010270601,30557690100011003335
01010270602,30557690101022004506
01010270701,30557690101426002768
01010270702,30557690100921001037
01010270801,30557690100314003209
01010270802,30557690101628003853
01010280101,30557690100213003464
01010280102,30557690100112003849
01010280201,30557690100011003237
01010280202,30557690101123003736
01010280301,30557690100617004576
01010280302,30557690100213004936
01010280401,30557690101022003215
01010280402,30557690101325003490
01010280501,30557690101628003024
01010280502,30557690101932003649
01010280601,30557690101123003776
01010280602,30557690100213004004
01010280701,30557690101729003007
01010280702,30557690100617003172
01010280801,30557690101831005150
01010280802,30557690101628005433
01010290101,30557690101123003744
01010290102,30557690101527005501
01010290201,30557690101224004977
01010290202,30557690101831000924
01010290301,30557690101022003885
01010290302,30557690100415001139
01010290401,30557690101628004900
01010290402,30557690100415005149
01010290501,30557690100213004742
01010290502,30557690101224004971
01010290601,30557690101628005724
01010290602,30557690100415006230
01010290701,30557690100718004232
01010290702,30557690101123005350
01010290801,30557690100011003824
01010290802,30557690100213005883
01010300101,30557690100213005232
01010300102,30557690100314005497
01010300201,30557690101224004885
01010300202,30557690101628004951
01010300301,30557690101022003774
01010300302,30557690100819004773
01010300401,30557690100819004032
01010300402,30557690100415005702
01010300501,30557690101123003755
01010300502,30557690101932005440
01010300601,30557690100921005601
01010300602,30557690101527006103
01010300701,30557690101932003684
01010300702,30557690100213004115
01010300801,30557690100516004120
01010300802,30557690101831004455
01010310101,30557690100516003501
01010310102,30557690100314003678
01010310201,30557690100921004696
01010310202,30557690101628005584
01010310301,30557690100011006871
01010310302,30557690101123007211
01010310401,30557690100011003884
01010310402,30557690101527004907
01010310501,30557690100112004230
01010310502,30557690101932004775
01010310601,30557690100718003650
01010310602,30557690101831004659
01010310701,30557690101628003483
01010310702,30557690101123004428
01010310801,30557690100718004626
01010310802,30557690101932005540
01010320101,30557690101932003991
01010320102,30557690100112005762
01010320201,30557690101831005689
01010320202,30557690100011006732
01010320301,30557690101426005200
01010320302,30557690101426006231
01010320401,30557690100819003887
01010320402,30557690101426003995
01010320501,30557690101123003893
01010320502,30557690100921000934
01010320601,30557690100011005405
01010320602,30557690101022000935
01010320701,30557690101022005628
01010320702,30557690100415006472
01010320801,30557690101325003682
01010320802,30557690100819003968
01010330101,30557690101325004780
01010330102,30557690100213005784
01010330201,30557690100516004244
01010330202,30557690101527001041
01010330301,30557690101123003905
01010330302,30557690101628004436
01010330401,30557690101932004166
01010330402,30557690101123004970
01010330501,30557690101325005622
01010330502,30557690101224005954
01010330601,30557690101224004483
01010330602,30557690100617004736
01010330701,30557690101527004002
01010330702,30557690100213004933
01010330801,30557690100112004068
01010330802,30557690100213004374
01010340101,30557690101325004278
01010340102,30557690100011005217
01010340201,30557690101325005161
01010340202,30557690101527005227
01010340301,30557690100213004519
01010340302,30557690101831004584
01010340401,30557690101527004910
01010340402,30557690100819005658
01010340501,30557690100314004424
01010340502,30557690100213004522
01010340601,30557690100921004862
01010340602,30557690100516004957
01010340701,30557690100314005108
01010340702,30557690100921001105
01010340801,30557690101932004693
01010340802,30557690100314005079
01010350101,30557690100718004439
01010350102,30557690100011004490
01010350201,30557690101831004177
01010350202,30557690101224004441
01010350301,30557690101123004327
01010350302,30557690101628006491
01010350401,30557690101729004686
01010350402,30557690101123005329
01010350501,30557690100617004225
01010350502,30557690101022004486
01010350601,30557690101426004473
01010350602,30557690101224004717
01010350701,30557690100213004586
01010350702,30557690101831004876
01010350801,30557690101022004546
01010350802,30557690100516005276
01010360101,30557690100921004772
01010360102,30557690101729005021
01010360201,30557690101426005311
01010360202,30557690100617005460
01010360301,30557690100314004482
01010360302,30557690100617004843
01010360401,30557690101426005057
01010360402,30557690101932006449
01010360501,30557690101022004927
01010360502,30557690101224005253
01010360601,30557690101628004847
01010360602,30557690101527005563
01010360701,30557690101831004735
01010360702,30557690100314004863
01010360801,30557690101426004945
01010360802,30557690100011001049
01010370101,30557690100516004824
01010370102,30557690101022005817
01010370201,30557690100112004805
01010370202,30557690101729005729
01010370301,30557690100516004904
01010370302,30557690100921005938
01010370401,30557690100617005157
01010370402,30557690101527005811
01010370501,30557690101224005376
01010370502,30557690100617005573
01010370601,30557690101527004661
01010370602,30557690101426005242
01010370701,30557690100819005175
01010370702,30557690101224005296
01010370801,30557690100112004608
01010370802,30557690101325000866
01010380101,30557690101022004942
01010380102,30557690100921005977
01010380201,30557690101224004892
01010380202,30557690101729005532
01010380301,30557690100819004726
01010380302,30557690101022004818
01010380401,30557690101527005605
01010380402,30557690100314006228
01010380501,30557690101426004757
01010380502,30557690100213006399
01010380601,30557690101729005092
01010380602,30557690101932005800
01010380701,30557690101932004884
01010380702,30557690100314005339
01010380801,30557690100617005159
01010380802,30557690101831005182
01010390101,30557690101426005188
01010390102,30557690100617005744
01010390201,30557690101123005511
01010390202,30557690101325006065
01010390301,30557690101729005567
01010390302,30557690101527005844
01010390401,30557690100415006130
01010390402,30557690101426000851
01010390501,30557690101325007074
01010390502,30557690101831007453
01010390601,30557690100011005106
01010390602,30557690101325005169
01010390701,30557690101224005318
01010390702,30557690101224005792
01010390801,30557690100415005243
01010390802,30557690101325000852
01010400101,30557690100011005448
01010400102,30557690101628006166
01010400201,30557690101831005164
01010400202,30557690101831005437
01010400301,30557690101426005476
01010400302,30557690101932005711
01010400401,30557690101932005077
01010400402,30557690100921006498
01010400501,30557690100415005208
01010400502,30557690100314006245
01010400601,30557690100516005316
01010400602,30557690100516005884
01010400701,30557690101123005648
01010400702,30557690101123006004
01010400801,30557690100011005542
01010400802,30557690100213005910
01010410101,30557690100921005361
01010410102,30557690100718000885
01010410201,30557690100819005886
01010410202,30557690101628006394
01010410301,30557690101426006225
01010410302,30557690100819006775
01010410401,30557690101628005665
01010410402,30557690100011001038
01010410501,30557690101527005252
01010410502,30557690101022006071
01010410601,30557690101224005515
01010410602,30557690101729005751
01010410701,30557690101022006048
01010410702,30557690100112006119
01010410801,30557690100415005428
01010410802,30557690100112005431
01010420101,30557690101628005489
01010420102,30557690100718005781
01010420201,30557690100415006278
01010420202,30557690100213007263
01010420301,30557690100516006909
01010420302,30557690100921007389
01010420401,30557690100011006837
01010420402,30557690101729006926
01010420501,30557690101527006783
01010420502,30557690100112007320
01010420601,30557690100819006093
01010420602,30557690100617006383
01010420701,30557690100617005686
01010420702,30557690100011006138
01010420801,30557690100819005593
01010420802,30557690100112006265
01010430101,30557690101527006382
01010430102,30557690100213006654
01010430201,30557690101426005521
01010430202,30557690100112005745
01010430301,30557690100011005613
01010430302,30557690101932006068
01010430401,30557690100516005708
01010430402,30557690100921005978
01010430501,30557690101224005710
01010430502,30557690101123006270
01010430601,30557690101123006161
01010430602,30557690101729001121
01010430701,30557690101628005821
01010430702,30557690101831006467
01010430801,30557690100213006073
01010430802,30557690100921001073
01010440101,30557690101022005756
01010440102,30557690100314006325
01010440201,30557690101729006268
01010440202,30557690100112006344
01010440301,30557690100819006199
01010440302,30557690101729006539
01010440401,30557690101831006069
01010440402,30557690101527006429
01010440501,30557690101628006042
01010440502,30557690101628006144
01010440601,30557690100213005963
01010440602,30557690101123006227
01010440701,30557690101224006306
01010440702,30557690101224006516
01010440801,30557690100617005805
01010440802,30557690100617006375
01010450101,30557690100718006307
01010450102,30557690100921007511
01010450201,30557690101022006086
01010450202,30557690101932001123
01010450301,30557690100112007070
01010450302,30557690100415007183
01010450401,30557690101022006542
01010450402,30557690101527007086
01010450501,30557690101022006465
01010450502,30557690101325000975
01010450601,30557690100617006435
01010450602,30557690100819001146
01010450701,30557690100718006263
01010450702,30557690100819000873
01010450801,30557690101932006125
01010450802,30557690101628006404
01010460101,30557690101123006298
01010460102,30557690100516006605
01010460201,30557690100819007017
01010460202,30557690101123007281
01010460301,30557690101325006944
01010460302,30557690101628007381
01010460401,30557690100213006911
01010460402,30557690100516007201
01010460501,30557690100112006353
01010460502,30557690100819006550
01010460601,30557690100011006066
01010460602,30557690100921006074
01010460701,30557690101224006379
01010460702,30557690101224006812
01010460801,30557690100516006087
01010460802,30557690100213006497
01010470101,30557690101527006193
01010470102,30557690101426006327
01010470201,30557690101932006362
01010470202,30557690101123006597
01010470301,30557690100415006443
01010470302,30557690100617007040
01010470401,30557690101628006206
01010470402,30557690100112006361
01010470501,30557690100819006432
01010470502,30557690101831006560
01010470601,30557690101831006252
01010470602,30557690100415006287
01010470701,30557690101224006584
01010470702,30557690100921007276
01010470801,30557690100718006384
01010470802,30557690101729006430
01010480101,30557690100213006322
01010480102,30557690100819007038
01010480201,30557690100516006598
01010480202,30557690100718006667
01010480301,30557690100921006665
01010480302,30557690100516006874
01010480401,30557690101527006861
01010480402,30557690101325007503
01010480501,30557690101527006879
01010480502,30557690100819006894
01010480601,30557690101527006749
01010480602,30557690101224006881
01010480701,30557690100011006728
01010480702,30557690101022006734
01010480801,30557690100617006373
01010480802,30557690100718006386
01010490101,30557690100011006585
01010490102,30557690100718000997
01010490201,30557690100516006802
01010490202,30557690101022007084
01010490301,30557690101325007574
01010490302,30557690101527007674
01010490401,30557690101527006514
01010490402,30557690100011006633
01010490501,30557690100921006791
01010490502,30557690100617007076
01010490601,30557690101022007022
01010490602,30557690100213000840
01010490701,
01010490702,
01010490801,30557690100819006693
01010490802,30557690101426006753
01010500101,30557690100718006780
01010500102,30557690100921006967
01010500201,30557690100415006669
01010500202,30557690100314000892
01010500301,30557690101831006650
01010500302,30557690101224006988
01010500401,30557690100314006704
01010500402,30557690100718006724
01010500501,30557690100921006691
01010500502,30557690100112006995
01010500601,30557690101729006993
01010500602,30557690100718007425
01010500701,30557690100718006752
01010500702,30557690100213007156
01010500801,30557690101325006754
01010500802,30557690101426007270
01010510101,30557690100314006866
01010510102,30557690100415006948
01010510201,30557690100718007627
01010510202,30557690100011001099
01010510301,30557690101224007020
01010510302,30557690100415007236
01010510401,30557690100314006930
01010510402,30557690101123006989
01010510501,30557690101022007186
01010510502,30557690101932007248
01010510601,30557690100112007683
01010510602,
01010510701,30557690101729007008
01010510702,30557690100415007059
01010510801,
01010510802,
01010520101,30557690100819007333
01010520102,30557690101325007382
01010520201,30557690101831007288
01010520202,30557690100112007314
01010520301,30557690100011007235
01010520302,30557690100011007359
01010520401,30557690100921007152
01010520402,30557690101628007196
01010520501,
01010520502,
01010520601,30557690100921007028
01010520602,30557690100112001173
01010520701,30557690100819007351
01010520702,30557690101426007399
01010520801,30557690101325007432
01010520802,30557690101932007440
01010530101,30557690100516007522
01010530102,
01010530201,30557690100011007563
01010530202,
01010530301,30557690101729007175
01010530302,30557690100314007715
01010530401,30557690101123007469
01010530402,30557690101831007471
01010530501,30557690101628007446
01010530502,30557690100819007610
01010530601,30557690100112007203
01010530602,30557690100718007485
01010530701,30557690101224007247
01010530702,30557690100314000926
01010530801,30557690101224007206
01010530802,30557690100921007501
01010540101,30557690101123007429
01010540102,30557690100718007638
01010540201,30557690101932007441
01010540202,30557690100314000864
01010540301,30557690100314007686
01010540302,
01010540401,30557690101729007726
01010540402,
01010540501,30557690101022007420
01010540502,30557690101123000899
01010540601,30557690101224007352
01010540602,30557690101628007510
01010540701,30557690100011007392
01010540702,30557690101426007604
01010540801,30557690101426007506
01010540802,30557690100921001035
01010550101,30557690101831007617
01010550102,30557690101325007642
01010550201,30557690100718007555
01010550202,30557690100112007571
01010550301,
01010550302,
01010550401,30557690101426007660
01010550402,
01010550501,30557690101123007651
01010550502,
01010550601,30557690100213007623
01010550602,
01010550701,30557690101932007636
01010550702,30557690100819007694
01010550801,
01010550802,
01010560101,
01010560102,
01010560201,
01010560202,
01010560301,
01010560302,
01010560401,30557690100112007676
01010560402,
01010560501,30557690101224007701
01010560502,
01010560601,
01010560602,
01010560701,30557690101426007706
01010560702,30557690101831000923
01010560801,
01010560802,
01010570101,
01010570102,30557690100213001011
01010570201,
01010570202,
01010570301,
01010570302,
01010570401,
01010570402,
01010570501,
01010570502,
01010570601,
01010570602,
01010570701,
01010570702,
01010570801,
01010570802,
01010580101,
01010580102,
01010580201,
01010580202,
01010580301,
01010580302,
01010580401,
01010580402,
01010580501,
01010580502,
01010580601,
01010580602,30557690101022000815
01010580701,
01010580702,
01010580801,
01010580802,
01010590101,
01010590102,
01010590201,
01010590202,
01010590301,
01010590302,
01010590401,
01010590402,
01010590501,
01010590502,
01010590601,
01010590602,
01010590701,
01010590702,
01010590801,
01010590802,
01010600101,
01010600102,30557690100213000862
01010600201,
01010600202,
01010600301,
01010600302,
01010600401,
01010600402,
01010600501,
01010600502,
01010600601,
01010600602,
01010600701,
01010600702,30557690100415000958
01010600801,
01010600802,
01020010101,30557690101831001485
01020010102,30557690101831001095
01020010201,30557690101123001397
01020010202,30557690101123001295
01020010301,30557690101527001270
01020010302,30557690101527001244
01020010401,30557690101426001263
01020010402,30557690101426001218
01020010501,30557690100314001230
01020010502,30557690100314001207
01020010601,30557690101022001229
01020010602,30557690101022001221
01020010701,30557690100819001359
01020010702,30557690100819001251
01020010801,30557690100112001635
01020010802,30557690100112000867
01020020101,30557690101123001672
01020020102,30557690101123001505
01020020201,30557690100718001557
01020020202,30557690100718001375
01020020301,30557690101628001352
01020020302,30557690101628001296
01020020401,30557690101932001367
01020020402,30557690101932001269
01020020501,30557690100516001422
01020020502,30557690100516001131
01020020601,30557690101325001458
01020020602,30557690101325001284
01020020701,30557690101426001486
01020020702,30557690101426001307
01020020801,30557690100415001478
01020020802,30557690100415001380
01020030101,30557690100415004920
01020030102,30557690100819001582
01020030201,30557690101022001638
01020030202,30557690101022001533
01020030301,30557690101527001490
01020030302,30557690101527001381
01020030401,30557690100011001514
01020030402,30557690100011001331
01020030501,30557690100617001424
01020030502,30557690100617001288
01020030601,30557690101022001409
01020030602,30557690101022001335
01020030701,30557690100213001509
01020030702,30557690100213001448
01020030801,30557690100617001588
01020030802,30557690100617001091
01020040101,30557690100011003185
01020040102,30557690100921004210
01020040201,30557690101932002133
01020040202,30557690100213001650
01020040301,30557690101224001715
01020040302,30557690101224001547
01020040401,30557690101932001602
01020040402,30557690101932001464
01020040501,30557690100314001560
01020040502,30557690100314001364
01020040601,30557690100516001669
01020040602,30557690100516001482
01020040701,30557690100921002454
01020040702,30557690101325001552
01020040801,30557690100314001899
01020040802,30557690100921001653
01020050101,30557690100718003425
01020050102,30557690100617003842
01020050201,30557690100617003766
01020050202,30557690101932004141
01020050301,30557690101729006061
01020050302,30557690100011001655
01020050401,30557690100921001623
01020050402,30557690100921001575
01020050501,30557690101426002254
01020050502,30557690101628001495
01020050601,30557690101831001663
01020050602,30557690101831001579
01020050701,30557690100213002240
01020050702,30557690100718001678
01020050801,30557690101527001901
01020050802,30557690101022002058
01020060101,30557690101628001961
01020060102,30557690101527001102
01020060201,30557690101123002800
01020060202,30557690101123003707
01020060301,30557690100819002737
01020060302,30557690101932003460
01020060401,30557690101628002096
01020060402,30557690101426001682
01020060501,30557690101123002069
01020060502,30557690100415000861
01020060601,30557690101022002004
01020060602,30557690101527001705
01020060701,30557690101831004465
01020060702,30557690101932004964
01020060801,30557690101325001726
01020060802,30557690100921003825
01020070101,30557690101527003334
01020070102,30557690100516003770
01020070201,30557690100112001927
01020070202,30557690100112004498
01020070301,30557690101123002214
01020070302,30557690101527002653
01020070401,30557690101123001811
01020070402,30557690100213002593
01020070501,30557690100921002173
01020070502,30557690100314002483
01020070601,30557690100516002747
01020070602,30557690101022003049
01020070701,30557690101831003401
01020070702,30557690101224004916
01020070801,30557690100213002883
01020070802,30557690101022003878
01020080101,30557690100819004237
01020080102,30557690100516005693
01020080201,30557690101123003654
01020080202,30557690101831004514
01020080301,30557690100819003104
01020080302,30557690101628003768
01020080401,30557690100415001785
01020080402,30557690100516004474
01020080501,30557690101022002057
01020080502,30557690100112002810
01020080601,30557690100516002080
01020080602,30557690100819002397
01020080701,30557690101325002171
01020080702,30557690101123003517
01020080801,30557690100011002779
01020080802,30557690101224003792
01020090101,30557690100314001863
01020090102,30557690101932002093
01020090201,30557690101628003416
01020090202,30557690100617004912
01020090301,30557690100415002532
01020090302,30557690101426002563
01020090401,30557690100112002551
01020090402,30557690101022002791
01020090501,30557690101123002491
01020090502,30557690100112003175
01020090601,30557690101932003465
01020090602,30557690100213004241
01020090701,30557690101628002457
01020090702,30557690100314003662
01020090801,30557690100516004079
01020090802,30557690100415004431
01020100101,30557690101224003961
01020100102,30557690100213000882
01020100201,30557690100819002298
01020100202,30557690101325002819
01020100301,30557690101022003428
01020100302,30557690101123001066
01020100401,30557690100213004360
01020100402,30557690100617000966
01020100501,30557690100314002162
01020100502,30557690100415002590
01020100601,30557690100112003206
01020100602,30557690100112001089
01020100701,30557690100112001733
01020100702,30557690100314002316
01020100801,30557690100011002907
01020100802,30557690100921004692
01020110101,30557690100516003210
01020110102,30557690101831005228
01020110201,30557690100516001771
