posicion,etiqueta
01010230301,30557690100617002695
01010230302,30557690101932003295
01010230401,30557690100415003372
01010230402,30557690100213005456
01010230501,30557690100112003011
01010230502,30557690100819004049
01010230601,30557690101224002587
01010230602,30557690100314002988
01010230701,30557690100516002690
01010230702,30557690100213002833
01010230801,30557690101831001843
01010230802,30557690100011002375
01010240101,30557690101932002406
01010240102,30557690100011002851
01010240201,30557690100921003533
01010240202,30557690100516003982
01010240301,30557690101932002683
01010240302,30557690100011004271
01010240401,30557690101224002637
01010240402,30557690101729002671
01010240501,30557690100415003139
01010240502,30557690101325004060
01010240601,30557690101527002486
01010240602,30557690101123003426
01010240701,30557690101628002527
01010240702,30557690101831002569
01010240801,30557690100112005187
01010240802,30557690101123001191
01010250101,30557690100213002279
01010250102,30557690100415002601
01010250201,30557690101527002865
01010250202,30557690100213003929
01010250301,30557690100718003379
01010250302,30557690100516003385
01010250401,30557690100718002379
01010250402,30557690100415003793
01010250501,30557690101527003495
01010250502,30557690101022004216
01010250601,30557690100819002560
01010250602,30557690101426002891
01010250701,30557690101831004141
01010250702,30557690100516004203
01010250801,30557690101022002506
01010250802,30557690100213002773
01010260101,30557690100921003118
01010260102,30557690101527003120
01010260201,30557690101224003487
01010260202,30557690100112003838
01010260301,30557690101224003532
01010260302,30557690100819004442
01010260401,30557690100921002642
01010260402,30557690101628002913
01010260501,30557690100213005210
01010260502,30557690101123001078
01010260601,30557690100718004080
01010260602,30557690100112004879
01010260701,30557690101123003714
01010260702,30557690100415003894
01010260801,30557690100314003096
01010260802,30557690100314003478
01010270101,30557690100112003617
01010270102,30557690100415005233
01010270201,30557690101325004627
01010270202,30557690100718005105
01010270301,30557690101224004296
01010270302,
01010270401,30557690100314003432
01010270402,30557690101527003557
01010270501,30557690101123003850
01010270502,30557690100819004601
01010270601,30557690101224004311
01010270602,30557690100213005222
01010270701,30557690100819004519
01010270702,30557690100921001037
01010270801,30557690101628003502
01010270802,30557690100516003582
01010280101,30557690101224002907
01010280102,30557690100617003409
01010280201,30557690101022003578
01010280202,30557690100112004465
01010280301,30557690100011003650
01010280302,30557690101426004379
01010280401,30557690100617003303
01010280402,30557690101022005451
01010280501,30557690101932004913
01010280502,30557690101527005281
01010280601,30557690101831004015
01010280602,30557690100415004317
01010280701,30557690101022003279
01010280702,30557690101932003720
01010280801,30557690100516003373
01010280802,30557690101325005893
01010290101,30557690100921003149
01010290102,30557690100415003192
01010290201,30557690100314004787
01010290202,30557690101831000924
01010290301,30557690101527003753
01010290302,30557690100415001139
01010290401,30557690100213003600
01010290402,30557690100314005545
01010290501,30557690100617003806
01010290502,30557690100213005613
01010290601,30557690101628003492
01010290602,30557690100718003586
01010290701,30557690100718003398
01010290702,30557690101022003938
01010290801,30557690100415003276
01010290802,30557690101325005130
01010300101,30557690100819003566
01010300102,30557690101426004718
01010300201,30557690101022004721
01010300202,30557690101325004930
01010300301,30557690101022004494
01010300302,30557690100718004762
01010300401,30557690100213003286
01010300402,30557690100112003667
01010300501,30557690100112004612
01010300502,30557690101022005537
01010300601,30557690101527005152
01010300602,30557690101527005303
01010300701,30557690101527004138
01010300702,30557690101527005000
01010300801,30557690100617004269
01010300802,30557690100314004818
01010310101,30557690101325005336
01010310102,30557690100213006130
01010310201,30557690100011003818
01010310202,30557690101527005075
01010310301,30557690100921004477
01010310302,30557690101325004495
01010310401,
01010310402,
01010310501,30557690101224003569
01010310502,30557690100314004019
01010310601,30557690101527004036
01010310602,30557690100112004089
01010310701,30557690100921003498
01010310702,30557690100921003547
01010310801,30557690100516006082
01010310802,
01010320101,30557690100617004084
01010320102,30557690101224004478
01010320201,30557690100718004343
01010320202,30557690101022004529
01010320301,30557690100819003752
01010320302,30557690100213003876
01010320401,30557690100516003840
01010320402,30557690101325003977
01010320501,30557690101426004268
01010320502,30557690100921000934
01010320601,30557690100011004367
01010320602,30557690101022000935
01010320701,30557690100819003859
01010320702,30557690100213004045
01010320801,30557690100415004179
01010320802,30557690100819005037
01010330101,30557690101831004042
01010330102,30557690101426004072
01010330201,30557690101426004056
01010330202,30557690101527001041
01010330301,30557690100819004874
01010330302,30557690101022005846
01010330401,30557690100314004944
01010330402,30557690101022005224
01010330501,30557690100112004286
01010330502,30557690100112005504
01010330601,30557690101831003854
01010330602,30557690100617004737
01010330701,30557690100718004509
01010330702,30557690101022004715
01010330801,30557690100415005483
01010330802,30557690100011005589
01010340101,30557690101426004164
01010340102,30557690100415004422
01010340201,30557690100921004152
01010340202,30557690100415005273
01010340301,30557690100314003993
01010340302,30557690101022004157
01010340401,
01010340402,
01010340501,30557690100011004057
01010340502,
01010340601,30557690101628004133
01010340602,30557690101831004553
01010340701,30557690101325005263
01010340702,30557690100921001105
01010340801,30557690100921004531
01010340802,30557690100617004906
01010350101,30557690101426004809
01010350102,30557690100213005528
01010350201,30557690100921004889
01010350202,30557690100011005735
01010350301,30557690101426004233
01010350302,30557690100415005913
01010350401,30557690101123004399
01010350402,30557690101932005047
01010350501,30557690101224005062
01010350502,30557690100011005551
01010350601,30557690100921004264
01010350602,30557690101123004674
01010350701,30557690101426004462
01010350702,30557690100617005286
01010350801,30557690101527004451
01010350802,30557690100617004620
01010360101,30557690101325005283
01010360102,30557690100415006015
01010360201,30557690101527004798
01010360202,30557690100415005201
01010360301,30557690100415004995
01010360302,30557690101022005744
01010360401,30557690101831005066
01010360402,30557690100011005317
01010360501,30557690100213005389
01010360502,30557690101729005660
01010360601,30557690101123004592
01010360602,30557690100112005021
01010360701,30557690101325005386
01010360702,30557690101224005724
01010360801,30557690101123005326
01010360802,30557690100011001049
01010370101,30557690100516004711
01010370102,30557690101831004837
01010370201,30557690100213004744
01010370202,30557690100011004916
01010370301,30557690100011004530
01010370302,30557690101123005313
01010370401,30557690101426004595
01010370402,30557690101022005328
01010370501,30557690101224005746
01010370502,
01010370601,30557690100011004652
01010370602,30557690100819005093
01010370701,30557690101831004768
01010370702,30557690100921005414
01010370801,30557690100819005293
01010370802,30557690101325000866
01010380101,30557690101224004796
01010380102,30557690100011005424
01010380201,30557690101831005682
01010380202,
01010380301,30557690101224005520
01010380302,30557690100718005657
01010380401,30557690101123004825
01010380402,30557690101022005117
01010380501,30557690101527005060
01010380502,30557690101527005762
01010380601,30557690101224004978
01010380602,30557690101022005561
01010380701,30557690101527005394
01010380702,30557690100617005892
01010380801,
01010380802,
01010390101,30557690100011005416
01010390102,
01010390201,30557690101831005206
01010390202,30557690101325005343
01010390301,30557690101527004929
01010390302,30557690100921005685
01010390401,30557690101729004942
01010390402,30557690101426000851
01010390501,30557690101628005839
01010390502,
01010390601,
01010390602,
01010390701,30557690100819004904
01010390702,
01010390801,
01010390802,30557690101325000852
01010400101,30557690101932005285
01010400102,30557690100314005630
01010400201,30557690101831005996
01010400202,30557690100314006061
01010400301,30557690101628005315
01010400302,30557690100921005906
01010400401,30557690101022005030
01010400402,30557690101426005919
01010400501,30557690101325005611
01010400502,30557690100314005779
01010400601,30557690101527005366
01010400602,30557690100921005689
01010400701,30557690101325005128
01010400702,30557690100415005500
01010400801,
01010400802,
01010410101,30557690101123005879
01010410102,30557690100718000885
01010410201,30557690101932005741
01010410202,30557690100415006131
01010410301,30557690101022005441
01010410302,30557690101022005720
01010410401,30557690100718005907
01010410402,30557690100011001038
01010410501,30557690101426005574
01010410502,30557690100415005768
01010410601,30557690100617006008
01010410602,
01010410701,30557690101628005975
01010410702,
01010410801,30557690101022005600
01010410802,30557690100617006176
01010420101,30557690100011005713
01010420102,30557690100921005937
01010420201,
01010420202,
01010420301,30557690101325005982
01010420302,
01010420401,30557690101831005604
01010420402,30557690100819005852
01010420501,
01010420502,
01010420601,30557690101932005964
01010420602,
01010420701,
01010420702,
01010420801,30557690101325005976
01010420802,30557690100213006051
01010430101,30557690100213005948
01010430102,
01010430201,30557690100921005782
01010430202,30557690101831005908
01010430301,30557690100516005582
01010430302,30557690101123006066
01010430401,30557690100415005971
01010430402,30557690101325006052
01010430501,
01010430502,
01010430601,
01010430602,30557690101729001121
01010430701,30557690100011006058
01010430702,
01010430801,30557690100415006009
01010430802,30557690100921001073
01010440101,
01010440102,
01010440201,30557690100617005880
01010440202,
01010440301,30557690101426005956
01010440302,30557690101831005997
01010440401,30557690100112005784
01010440402,30557690100415005970
01010440501,30557690100617005929
01010440502,30557690101022005961
01010440601,30557690101628005775
01010440602,
01010440701,
01010440702,
01010440801,30557690101729005755
01010440802,
01010450101,30557690101729005872
01010450102,
01010450201,30557690100921005927
01010450202,30557690101932001123
01010450301,
01010450302,
01010450401,
01010450402,
01010450501,
01010450502,30557690101325000975
01010450601,
01010450602,30557690100819001146
01010450701,30557690100617006041
01010450702,30557690100819000873
01010450801,30557690100921005896
01010450802,
01010460101,
01010460102,
01010460201,30557690101426006063
01010460202,30557690101527006163
01010460301,
01010460302,
01010460401,
01010460402,
01010460501,30557690100314006162
01010460502,
01010460601,30557690100112006116
01010460602,
01010460701,30557690100112006169
01010460702,30557690101224006189
01010460801,30557690100718006134
01010460802,30557690100516006175
01010470101,
01010470102,
01010470201,
01010470202,
01010470301,
01010470302,
01010470401,
01010470402,
01010470501,
01010470502,
01010470601,
01010470602,
01010470701,
01010470702,
01010470801,
01010470802,
01010480101,
01010480102,
01010480201,
01010480202,
01010480301,
01010480302,
01010480401,
01010480402,
01010480501,
01010480502,
01010480601,
01010480602,
01010480701,
01010480702,
01010480801,
01010480802,
01010490101,
01010490102,30557690100718000997
01010490201,
01010490202,
01010490301,
01010490302,
01010490401,
01010490402,
01010490501,
01010490502,
01010490601,
01010490602,30557690100213000840
01010490701,
01010490702,
01010490801,
01010490802,
01010500101,
01010500102,
01010500201,
01010500202,30557690100314000892
01010500301,
01010500302,
01010500401,
01010500402,
01010500501,
01010500502,
01010500601,
01010500602,
01010500701,
01010500702,
01010500801,
01010500802,
01010510101,
01010510102,
01010510201,
01010510202,30557690100011001099
01010510301,
01010510302,
01010510401,
01010510402,
01010510501,
01010510502,
01010510601,
01010510602,
01010510701,
01010510702,
01010510801,
01010510802,
01010520101,
01010520102,
01010520201,
01010520202,
01010520301,
01010520302,
01010520401,
01010520402,
01010520501,
01010520502,
01010520601,
01010520602,30557690100112001173
01010520701,
01010520702,
01010520801,
01010520802,
01010530101,
01010530102,
01010530201,
01010530202,
01010530301,
01010530302,
01010530401,
01010530402,
01010530501,
01010530502,
01010530601,
01010530602,
01010530701,
01010530702,30557690100314000926
01010530801,
01010530802,
01010540101,
01010540102,
01010540201,
01010540202,30557690100314000864
01010540301,
01010540302,
01010540401,
01010540402,
01010540501,
01010540502,30557690101123000899
01010540601,
01010540602,
01010540701,
01010540702,
01010540801,
01010540802,30557690100921001035
01010550101,
01010550102,
01010550201,
01010550202,
01010550301,
01010550302,
01010550401,
01010550402,
01010550501,
01010550502,
01010550601,
01010550602,
01010550701,
01010550702,
01010550801,
01010550802,
01010560101,
01010560102,
01010560201,
01010560202,
01010560301,
01010560302,
01010560401,
01010560402,
01010560501,
01010560502,
01010560601,
01010560602,
01010560701,
01010560702,30557690101831000923
01010560801,
01010560802,
01010570101,
01010570102,30557690100213001011
01010570201,
01010570202,
01010570301,
01010570302,
01010570401,
01010570402,
01010570501,
01010570502,
01010570601,
01010570602,
01010570701,
01010570702,
01010570801,
01010570802,
01010580101,
01010580102,
01010580201,
01010580202,
01010580301,
01010580302,
01010580401,
01010580402,
01010580501,
01010580502,
01010580601,
01010580602,30557690101022000815
01010580701,
01010580702,
01010580801,
01010580802,
01010590101,
01010590102,
01010590201,
01010590202,
01010590301,
01010590302,
01010590401,
01010590402,
01010590501,
01010590502,
01010590601,
01010590602,
01010590701,
01010590702,
01010590801,
01010590802,
01010600101,
01010600102,30557690100213000862
01010600201,
01010600202,
01010600301,
01010600302,
01010600401,
01010600402,
01010600501,
01010600502,
01010600601,
01010600602,
01010600701,
01010600702,30557690100415000958
01010600801,
01010600802,
01020010101,30557690101831001485
01020010102,30557690101831001095
01020010201,30557690101123001397
01020010202,30557690101123001295
01020010301,30557690101527001270
01020010302,30557690101527001244
01020010401,30557690101426001263
01020010402,30557690101426001218
01020010501,30557690100314001230
01020010502,30557690100314001207
01020010601,30557690101022001229
01020010602,30557690101022001221
01020010701,30557690100819001359
01020010702,30557690100819001251
01020010801,30557690100112001635
01020010802,30557690100112000867
01020020101,30557690101123001672
01020020102,30557690101123001505
01020020201,30557690100718001557
01020020202,30557690100718001375
01020020301,30557690101628001352
01020020302,30557690101628001296
01020020401,30557690101932001367
01020020402,30557690101932001269
01020020501,30557690100516001422
01020020502,30557690100516001131
01020020601,30557690101325001458
01020020602,30557690101325001284
01020020701,30557690101426001486
01020020702,30557690101426001307
01020020801,30557690100415001478
01020020802,30557690100415001380
01020030101,30557690101224001776
01020030102,30557690100819001582
01020030201,30557690101022001638
01020030202,30557690101022001533
01020030301,30557690101527001490
01020030302,30557690101527001381
01020030401,30557690100011001514
01020030402,30557690100011001331
01020030501,30557690100617001424
01020030502,30557690100617001288
01020030601,30557690101022001409
01020030602,30557690101022001335
01020030701,30557690100213001509
01020030702,30557690100213001448
01020030801,30557690100617001588
01020030802,30557690100617001091
01020040101,30557690101628001964
01020040102,30557690101932002415
01020040201,30557690100112002286
01020040202,30557690100213001650
01020040301,30557690101224001715
01020040302,30557690101224001547
01020040401,30557690101932001602
01020040402,30557690101932001464
01020040501,30557690100314001560
01020040502,30557690100314001364
01020040601,30557690100516001669
01020040602,30557690100516001482
01020040701,30557690101628003724
01020040702,30557690101325001552
01020040801,30557690100617002306
01020040802,30557690100921001653
01020050101,30557690101527001987
01020050102,30557690100415002424
01020050201,30557690100011002086
01020050202,30557690101325003047
01020050301,30557690101325002577
01020050302,30557690100011001655
01020050401,30557690100921001623
01020050402,30557690100921001575
01020050501,30557690100516002226
01020050502,30557690101628001495
01020050601,30557690101831001663
01020050602,30557690101831001579
01020050701,30557690100314003592
01020050702,30557690100718001678
01020050801,30557690100112002763
01020050802,30557690101426003612
01020060101,30557690100718002871
01020060102,30557690101527001102
01020060201,30557690101123002525
01020060202,30557690100718002816
01020060301,30557690101527002475
01020060302,30557690101831003293
01020060401,30557690101426001906
01020060402,30557690101426001682
01020060501,30557690101932004316
01020060502,30557690100415000861
01020060601,30557690101527002847
01020060602,30557690101527001705
01020060701,30557690101729003529
01020060702,30557690101628005107
01020060801,30557690100516002680
01020060802,30557690101426005863
01020070101,30557690101831002929
01020070102,30557690101831003594
01020070201,30557690100213002341
01020070202,30557690100213004463
01020070301,30557690100718002557
01020070302,30557690100112002863
01020070401,30557690100617001851
01020070402,30557690100516002711
01020070501,30557690101628001737
01020070502,30557690101527003217
01020070601,30557690100314003220
01020070602,30557690101426003709
01020070701,30557690101022001788
01020070702,30557690101628003910
01020070801,30557690100819004275
01020070802,
01020080101,30557690100718002504
01020080102,30557690101527002505
01020080201,30557690101932002267
01020080202,30557690100112003176
01020080301,30557690101325002893
01020080302,30557690101426004919
01020080401,30557690101022002188
01020080402,30557690101224002459
01020080501,30557690101123003508
01020080502,30557690100718003686
01020080601,30557690101831003353
01020080602,30557690100415003973
01020080701,30557690101123001766
01020080702,30557690100516004706
01020080801,30557690100011003080
01020080802,30557690100921003471
01020090101,30557690100921002540
01020090102,30557690101325003886
01020090201,30557690101325001720
01020090202,30557690101022002920
01020090301,30557690101527003421
01020090302,30557690100516004227
01020090401,30557690100921001764
01020090402,30557690100921002258
01020090501,30557690101224001760
01020090502,30557690101123003830
01020090601,30557690100112002079
01020090602,30557690101022002301
01020090701,30557690100314003021
01020090702,30557690101224003857
01020090801,30557690100213002328
01020090802,30557690100718004766
01020100101,30557690100213003459
01020100102,30557690100213000882
01020100201,30557690101224002234
01020100202,30557690100112003111
01020100301,30557690101325002732
01020100302,30557690101123001066
01020100401,30557690100718001884
01020100402,30557690100617000966
01020100501,30557690101831001748
01020100502,30557690100718002138
01020100601,30557690100516003490
01020100602,30557690100112001089
01020100701,30557690100314002115
01020100702,30557690101224004893
01020100801,30557690100516002066
01020100802,30557690101527004032
01020110101,30557690100314004868
01020110102,30557690101729004900
01020110201,30557690100718003167
01020110202,30557690100617004441
01020110301,30557690100921004469
01020110302,30557690101426005406
01020110401,30557690100415002395
01020110402,30557690101527003399
01020110501,30557690100516001894
01020110502,30557690101527001916
01020110601,30557690100011002160
01020110602,30557690100718002519
01020110701,30557690100415002706
01020110702,30557690101527002837
01020110801,30557690100516002493
01020110802,30557690100112002794
01020120101,30557690100112002063
01020120102,30557690100112002329
01020120201,30557690100921003782
01020120202,30557690100314004388
01020120301,30557690100921001891
01020120302,30557690100718002595
01020120401,30557690100718001801
01020120402,30557690101325002228
01020120501,30557690101527005137
01020120502,30557690100819000932
01020120601,30557690100213002791
01020120602,30557690101022004313
01020120701,30557690100718003133
01020120702,30557690101022003505
01020120801,30557690100112001929
01020120802,30557690101628002995
01020130101,30557690100516002640
01020130102,30557690100213002693
01020130201,30557690101123005531
01020130202,
01020130301,30557690100516002014
01020130302,30557690101426002261
01020130401,30557690101628001986
01020130402,30557690101527002133
01020130501,30557690100415001777
01020130502,30557690101628002205
01020130601,30557690101729002839
01020130602,30557690101932004180
01020130701,30557690101123002212
01020130702,30557690101022000880
01020130801,30557690100314001773
01020130802,30557690101022001847
01020140101,30557690100314001896
01020140102,30557690101022003141
01020140201,30557690101831002389
01020140202,30557690101325003199
01020140301,30557690100213001949
01020140302,30557690101527004312
01020140401,30557690100921003171
01020140402,30557690101426003673
01020140501,30557690100011003357
01020140502,30557690101426005228
01020140601,30557690100112002656
01020140602,30557690100112002731
01020140701,30557690100718002081
01020140702,30557690101325002425
01020140801,30557690101123003126
01020140802,30557690101527003652
01020150101,30557690101527003608
01020150102,30557690100011003996
01020150201,30557690100112001752
01020150202,30557690100011003178
01020150301,30557690101932001784
01020150302,30557690100112002157
01020150401,30557690100011002961
01020150402,30557690101729003061
01020150501,30557690100213004888
01020150502,30557690101527004999
01020150601,30557690100011001911
01020150602,30557690100112002868
01020150701,30557690101123003576
01020150702,30557690100617005169
01020150801,30557690100314002175
01020150802,30557690101932003968
01020160101,30557690101123001745
01020160102,30557690100314004336
01020160201,30557690101123002603
01020160202,30557690100718002853
01020160301,30557690101123002513
01020160302,30557690101224001054
01020160401,30557690100415002340
01020160402,30557690101123002551
01020160501,30557690101831002156
01020160502,30557690101729000956
01020160601,30557690100516003506
01020160602,30557690100213004061
01020160701,30557690101224001738
01020160702,30557690101628003291
01020160801,30557690100718002937
01020160802,30557690100415004063
01020170101,30557690100314002169
01020170102,30557690101831002573
01020170201,30557690101932002576
01020170202,30557690100921004653
01020170301,30557690101831005580
