posicion,etiqueta
01010230401,30557690101022001958
01010230402,30557690100011002410
01010230501,30557690100213004099
01010230502,30557690101022005566
01010230601,30557690100415001804
01010230602,30557690100011002189
01010230701,30557690101729002509
01010230702,30557690100314003251
01010230801,30557690101729001777
01010230802,30557690101325004584
01010240101,30557690101426002000
01010240102,30557690100011002975
01010240201,30557690101426004999
01010240202,30557690101426005731
01010240301,30557690100516004332
01010240302,30557690100617004629
01010240401,
01010240402,
01010240501,30557690100617002317
01010240502,30557690100921005920
01010240601,30557690101729002229
01010240602,30557690100213003111
01010240701,30557690101426002716
01010240702,30557690101729004323
01010240801,30557690100617002629
01010240802,30557690101123001191
01010250101,30557690101527004294
01010250102,30557690100011004541
01010250201,30557690101224002289
01010250202,30557690100011003433
01010250301,30557690100112003743
01010250302,30557690101123004707
01010250401,30557690100314002395
01010250402,30557690101729002900
01010250501,30557690100718003092
01010250502,30557690101628003527
01010250601,30557690100112005136
01010250602,30557690101932005649
01010250701,30557690101628002746
01010250702,30557690101426002895
01010250801,30557690101729004487
01010250802,30557690100718005182
01010260101,30557690100718003632
01010260102,30557690101022003971
01010260201,30557690101426005219
01010260202,30557690100112005815
01010260301,30557690101628003192
01010260302,30557690100213004066
01010260401,30557690101123002755
01010260402,30557690100921003727
01010260501,30557690100213003700
01010260502,30557690101123001078
01010260601,30557690100617002655
01010260602,
01010260701,30557690100213002535
01010260702,30557690100921003129
01010260801,30557690101123004636
01010260802,30557690100921006038
01010270101,30557690101831003100
01010270102,30557690101527005676
01010270201,30557690101527004346
01010270202,30557690100213005565
01010270301,30557690100921003985
01010270302,30557690101628005296
01010270401,30557690100011003020
01010270402,30557690101729004542
01010270501,30557690101932003099
01010270502,30557690100718003590
01010270601,30557690101123002802
01010270602,30557690100213002956
01010270701,30557690101123002804
01010270702,30557690100921001037
01010270801,30557690101628002896
01010270802,30557690101527003477
01010280101,30557690101426003822
01010280102,30557690101224005082
01010280201,30557690101426003032
01010280202,30557690101224003410
01010280301,30557690100112003385
01010280302,30557690100415005004
01010280401,30557690101729003115
01010280402,30557690100213003293
01010280501,30557690100718004216
01010280502,30557690100213006067
01010280601,30557690101224003212
01010280602,30557690101426004293
01010280701,30557690100011003062
01010280702,30557690101729003248
01010280801,30557690100718004252
01010280802,30557690100819005162
01010290101,30557690100112003717
01010290102,30557690101628005512
01010290201,30557690101022004578
01010290202,30557690101831000924
01010290301,30557690100112004257
01010290302,30557690100415001139
01010290401,30557690101831004693
01010290402,30557690100921005719
01010290501,30557690100415003191
01010290502,30557690101831003218
01010290601,30557690101831004161
01010290602,30557690100213004184
01010290701,30557690101123003679
01010290702,30557690100112003792
01010290801,30557690101224004007
01010290802,30557690101123004685
01010300101,30557690100415003438
01010300102,30557690100314004703
01010300201,30557690101831003729
01010300202,30557690101123004145
01010300301,30557690100314003605
01010300302,30557690101932003912
01010300401,
01010300402,
01010300501,30557690101022005674
01010300502,
01010300601,30557690101628003767
01010300602,30557690101022003790
01010300701,30557690101224004511
01010300702,30557690100718005079
01010300801,30557690101527003835
01010300802,30557690100617004522
01010310101,30557690101224003968
01010310102,30557690101426005290
01010310201,30557690101932004182
01010310202,30557690101224004653
01010310301,30557690100921003547
01010310302,30557690100314004554
01010310401,30557690100819003591
01010310402,30557690100516004656
01010310501,30557690100011005791
01010310502,
01010310601,30557690101426003540
01010310602,30557690101729004225
01010310701,30557690100011004930
01010310702,30557690100112005124
01010310801,30557690100213003581
01010310802,30557690101932005317
01010320101,30557690101628004831
01010320102,30557690100617005537
01010320201,30557690101325005550
01010320202,
01010320301,30557690100516003731
01010320302,30557690100415003984
01010320401,30557690101628004201
01010320402,30557690100314005827
01010320501,30557690100112004933
01010320502,30557690100921000934
01010320601,30557690101224004712
01010320602,30557690101022000935
01010320701,30557690100011004421
01010320702,30557690101527004723
01010320801,30557690100213004890
01010320802,30557690101325005436
01010330101,30557690101325003858
01010330102,30557690101426003951
01010330201,30557690101729004892
01010330202,30557690101527001041
01010330301,30557690101628005088
01010330302,
01010330401,30557690101932004805
01010330402,30557690101123005680
01010330501,30557690100415005486
01010330502,30557690101426005687
01010330601,30557690101123005242
01010330602,30557690101022006057
01010330701,30557690100921004912
01010330702,30557690100415005692
01010330801,30557690101932004208
01010330802,30557690100415004708
01010340101,30557690101022004089
01010340102,30557690100112004339
01010340201,30557690101932004209
01010340202,30557690101527004591
01010340301,30557690101831004482
01010340302,30557690100617004597
01010340401,30557690100516005239
01010340402,30557690100718005857
01010340501,30557690100921004969
01010340502,30557690101224005104
01010340601,30557690100112004179
01010340602,30557690101022004258
01010340701,30557690101831004255
01010340702,30557690100921001105
01010340801,30557690100617004438
01010340802,30557690101426005063
01010350101,30557690100112005336
01010350102,30557690101224005824
01010350201,30557690100415005398
01010350202,
01010350301,30557690100314004154
01010350302,30557690101224004354
01010350401,30557690100718004272
01010350402,30557690100112004529
01010350501,
01010350502,
01010350601,30557690101224004432
01010350602,30557690101932004573
01010350701,
01010350702,
01010350801,30557690101022004783
01010350802,30557690101123005677
01010360101,30557690100921004695
01010360102,30557690100516005837
01010360201,30557690101022004618
01010360202,30557690100213004924
01010360301,30557690101123004675
01010360302,
01010360401,30557690100112004478
01010360402,30557690101426006170
01010360501,30557690100415004364
01010360502,30557690100617004719
01010360601,30557690101628005244
01010360602,30557690100011005372
01010360701,30557690100213004753
01010360702,30557690101527005021
01010360801,30557690101123004457
01010360802,30557690100011001049
01010370101,30557690100415004668
01010370102,30557690100819004950
01010370201,30557690100011005867
01010370202,30557690100718005918
01010370301,30557690101123005022
01010370302,30557690100617005106
01010370401,30557690101325004789
01010370402,30557690100921004958
01010370501,
01010370502,
01010370601,30557690101628004788
01010370602,30557690100011004821
01010370701,30557690100314004827
01010370702,30557690101022005498
01010370801,30557690100112004910
01010370802,30557690101325000866
01010380101,30557690100415004770
01010380102,30557690101325004823
01010380201,
01010380202,
01010380301,30557690101527004727
01010380302,30557690101426005012
01010380401,30557690101527004755
01010380402,30557690101426005538
01010380501,30557690100314004758
01010380502,30557690100819005352
01010380601,30557690101628004852
01010380602,30557690100011005727
01010380701,30557690101831004736
01010380702,30557690101325005448
01010380801,30557690100921004879
01010380802,30557690100819005283
01010390101,30557690101527004818
01010390102,30557690100011005382
01010390201,30557690101123005885
01010390202,30557690101628006147
01010390301,30557690101831005227
01010390302,
01010390401,30557690101022004983
01010390402,30557690101426000851
01010390501,30557690101224005235
01010390502,
01010390601,30557690100921005303
01010390602,30557690101022006154
01010390701,30557690101224005024
01010390702,30557690101932005813
01010390801,30557690101831005624
01010390802,30557690101325000852
01010400101,30557690100112005808
01010400102,
01010400201,30557690100213005357
01010400202,30557690100011006120
01010400301,30557690100819005167
01010400302,30557690101831005172
01010400401,30557690101831005304
01010400402,30557690100011005489
01010400501,30557690101022005214
01010400502,30557690100415005672
01010400601,30557690100516005027
01010400602,30557690101729005064
01010400701,30557690100011005115
01010400702,30557690100516005354
01010400801,30557690100415005433
01010400802,30557690101628005628
01010410101,30557690100819005501
01010410102,30557690100718000885
01010410201,30557690100415005814
01010410202,30557690101932005855
01010410301,30557690100011005459
01010410302,30557690100718005712
01010410401,30557690101729005514
01010410402,30557690100011001038
01010410501,30557690101325005194
01010410502,30557690100516005447
01010410601,30557690101224006063
01010410602,
01010410701,30557690100921005478
01010410702,30557690101527005495
01010410801,30557690100921005715
01010410802,30557690101022005947
01010420101,30557690100617005525
01010420102,30557690100718006189
01010420201,30557690100617005833
01010420202,
01010420301,30557690101426005591
01010420302,30557690101831005933
01010420401,30557690100415006180
01010420402,
01010420501,30557690101123006019
01010420502,
01010420601,30557690101527006041
01010420602,
01010420701,30557690100213005838
01010420702,
01010420801,30557690101729005555
01010420802,
01010430101,30557690101325005610
01010430102,30557690100415005915
01010430201,30557690101932005679
01010430202,
01010430301,30557690101932005643
01010430302,30557690101628005870
01010430401,30557690100112005595
01010430402,
01010430501,30557690100213005891
01010430502,30557690101527005896
01010430601,30557690101325006101
01010430602,30557690101729001121
01010430701,30557690100314006009
01010430702,
01010430801,30557690100112005567
01010430802,30557690100921001073
01010440101,
01010440102,
01010440201,
01010440202,
01010440301,
01010440302,
01010440401,30557690101527006091
01010440402,30557690100516006115
01010440501,30557690100617005776
01010440502,30557690100819006173
01010440601,
01010440602,
01010440701,30557690101123005921
01010440702,30557690100415005968
01010440801,30557690101426005832
01010440802,30557690100718005873
01010450101,
01010450102,
01010450201,30557690101426006020
01010450202,30557690101932001123
01010450301,30557690101932006017
01010450302,
01010450401,30557690101426005976
01010450402,
01010450501,30557690101527006133
01010450502,30557690101325000975
01010450601,30557690100112006138
01010450602,30557690100819001146
01010450701,30557690100819006051
01010450702,30557690100819000873
01010450801,30557690100718005897
01010450802,
01010460101,
01010460102,
01010460201,
01010460202,
01010460301,
01010460302,
01010460401,30557690100213006026
01010460402,30557690100718006034
01010460501,
01010460502,
01010460601,
01010460602,
01010460701,30557690100415006187
01010460702,
01010460801,
01010460802,
01010470101,
01010470102,
01010470201,
01010470202,
01010470301,
01010470302,
01010470401,
01010470402,
01010470501,
01010470502,
01010470601,
01010470602,
01010470701,
01010470702,
01010470801,
01010470802,
01010480101,
01010480102,
01010480201,
01010480202,
01010480301,
01010480302,
01010480401,
01010480402,
01010480501,
01010480502,
01010480601,
01010480602,
01010480701,
01010480702,
01010480801,
01010480802,
01010490101,
01010490102,30557690100718000997
01010490201,
01010490202,
01010490301,
01010490302,
01010490401,
01010490402,
01010490501,
01010490502,
01010490601,
01010490602,30557690100213000840
01010490701,
01010490702,
01010490801,
01010490802,
01010500101,
01010500102,
01010500201,
01010500202,30557690100314000892
01010500301,
01010500302,
01010500401,
01010500402,
01010500501,
01010500502,
01010500601,
01010500602,
01010500701,
01010500702,
01010500801,
01010500802,
01010510101,
01010510102,
01010510201,
01010510202,30557690100011001099
01010510301,
01010510302,
01010510401,
01010510402,
01010510501,
01010510502,
01010510601,
01010510602,
01010510701,
01010510702,
01010510801,
01010510802,
01010520101,
01010520102,
01010520201,
01010520202,
01010520301,
01010520302,
01010520401,
01010520402,
01010520501,
01010520502,
01010520601,
01010520602,30557690100112001173
01010520701,
01010520702,
01010520801,
01010520802,
01010530101,
01010530102,
01010530201,
01010530202,
01010530301,
01010530302,
01010530401,
01010530402,
01010530501,
01010530502,
01010530601,
01010530602,
01010530701,
01010530702,30557690100314000926
01010530801,
01010530802,
01010540101,
01010540102,
01010540201,
01010540202,30557690100314000864
01010540301,
01010540302,
01010540401,
01010540402,
01010540501,
01010540502,30557690101123000899
01010540601,
01010540602,
01010540701,
01010540702,
01010540801,
01010540802,30557690100921001035
01010550101,
01010550102,
01010550201,
01010550202,
01010550301,
01010550302,
01010550401,
01010550402,
01010550501,
01010550502,
01010550601,
01010550602,
01010550701,
01010550702,
01010550801,
01010550802,
01010560101,
01010560102,
01010560201,
01010560202,
01010560301,
01010560302,
01010560401,
01010560402,
01010560501,
01010560502,
01010560601,
01010560602,
01010560701,
01010560702,30557690101831000923
01010560801,
01010560802,
01010570101,
01010570102,30557690100213001011
01010570201,
01010570202,
01010570301,
01010570302,
01010570401,
01010570402,
01010570501,
01010570502,
01010570601,
01010570602,
01010570701,
01010570702,
01010570801,
01010570802,
01010580101,
01010580102,
01010580201,
01010580202,
01010580301,
01010580302,
01010580401,
01010580402,
01010580501,
01010580502,
01010580601,
01010580602,30557690101022000815
01010580701,
01010580702,
01010580801,
01010580802,
01010590101,
01010590102,
01010590201,
01010590202,
01010590301,
01010590302,
01010590401,
01010590402,
01010590501,
01010590502,
01010590601,
01010590602,
01010590701,
01010590702,
01010590801,
01010590802,
01010600101,
01010600102,30557690100213000862
01010600201,
01010600202,
01010600301,
01010600302,
01010600401,
01010600402,
01010600501,
01010600502,
01010600601,
01010600602,
01010600701,
01010600702,30557690100415000958
01010600801,
01010600802,
01020010101,30557690101831001485
01020010102,30557690101831001095
01020010201,30557690101123001397
01020010202,30557690101123001295
01020010301,30557690101527001270
01020010302,30557690101527001244
01020010401,30557690101426001263
01020010402,30557690101426001218
01020010501,30557690100314001230
01020010502,30557690100314001207
01020010601,30557690101022001229
01020010602,30557690101022001221
01020010701,30557690100819001359
01020010702,30557690100819001251
01020010801,30557690100112001635
01020010802,30557690100112000867
01020020101,30557690101123001672
01020020102,30557690101123001505
01020020201,30557690100718001557
01020020202,30557690100718001375
01020020301,30557690101628001352
01020020302,30557690101628001296
01020020401,30557690101932001367
01020020402,30557690101932001269
01020020501,30557690100516001422
01020020502,30557690100516001131
01020020601,30557690101325001458
01020020602,30557690101325001284
01020020701,30557690101426001486
01020020702,30557690101426001307
01020020801,30557690100415001478
01020020802,30557690100415001380
01020030101,30557690101123002530
01020030102,30557690100819001582
01020030201,30557690101022001638
01020030202,30557690101022001533
01020030301,30557690101527001490
01020030302,30557690101527001381
01020030401,30557690100011001514
01020030402,30557690100011001331
01020030501,30557690100617001424
01020030502,30557690100617001288
01020030601,30557690101022001409
01020030602,30557690101022001335
01020030701,30557690100213001509
01020030702,30557690100213001448
01020030801,30557690100617001588
01020030802,30557690100617001091
01020040101,30557690101022001865
01020040102,30557690101932002467
01020040201,30557690101729001782
01020040202,30557690100213001650
01020040301,30557690101224001715
01020040302,30557690101224001547
01020040401,30557690101932001602
01020040402,30557690101932001464
01020040501,30557690100314001560
01020040502,30557690100314001364
01020040601,30557690100516001669
01020040602,30557690100516001482
01020040701,30557690100314002310
01020040702,30557690101325001552
01020040801,30557690100213002285
01020040802,30557690100921001653
01020050101,30557690101527001813
01020050102,30557690101123002040
01020050201,30557690101932003946
01020050202,30557690100718005224
01020050301,30557690101831002191
01020050302,30557690100011001655
01020050401,30557690100921001623
01020050402,30557690100921001575
01020050501,30557690100617002456
01020050502,30557690101628001495
01020050601,30557690101831001663
01020050602,30557690101831001579
01020050701,30557690100314004016
01020050702,30557690100718001678
01020050801,30557690100415004049
01020050802,
01020060101,30557690101224004177
01020060102,30557690101527001102
01020060201,30557690101123002047
01020060202,30557690100112002098
01020060301,30557690101628003483
01020060302,
01020060401,30557690100516002376
01020060402,30557690101426001682
01020060501,30557690100617004386
01020060502,30557690100415000861
01020060601,
01020060602,30557690101527001705
01020060701,30557690100314002767
01020060702,30557690100516003234
01020060801,30557690100819002819
01020060802,30557690100213003114
01020070101,30557690100819003163
01020070102,30557690101426003583
01020070201,30557690101426001935
01020070202,30557690101527001942
01020070301,30557690101224003357
01020070302,30557690101426004359
01020070401,30557690101022005588
01020070402,30557690101022005728
01020070501,30557690101426002653
01020070502,30557690100314004862
01020070601,30557690100921002481
01020070602,30557690101527002540
01020070701,30557690101831002765
01020070702,30557690100415004131
01020070801,30557690101224004936
01020070802,30557690100415005209
01020080101,30557690101123001751
01020080102,30557690101831004331
01020080201,30557690101527002218
01020080202,30557690100314002237
01020080301,30557690101224004188
01020080302,30557690101123004558
01020080401,30557690101224002697
01020080402,30557690101628004492
01020080501,30557690101022002773
01020080502,30557690100516004483
01020080601,30557690101123004290
01020080602,30557690101729005383
01020080701,30557690101426002719
01020080702,30557690100617003661
01020080801,30557690100617004072
01020080802,30557690101325004813
01020090101,30557690100011002170
01020090102,30557690101628002198
01020090201,30557690101729003943
01020090202,30557690100718004098
01020090301,30557690100415002225
01020090302,30557690100112002420
01020090401,30557690100314001903
01020090402,30557690100921002340
01020090501,30557690101831002118
01020090502,30557690101426003332
01020090601,30557690100921003204
01020090602,30557690101224003352
01020090701,30557690101527002983
01020090702,30557690100819003977
01020090801,30557690101628004051
01020090802,30557690101831004687
01020100101,30557690100314003864
01020100102,30557690100213000882
01020100201,30557690100011002143
01020100202,30557690101426002646
01020100301,30557690101022002499
01020100302,30557690101123001066
01020100401,30557690101022002677
01020100402,30557690100617000966
01020100501,30557690100921004232
01020100502,30557690100617004854
01020100601,30557690100314003628
01020100602,30557690100112001089
01020100701,30557690101123001764
01020100702,30557690100415005424
01020100801,30557690101426002586
01020100802,30557690100314002774
01020110101,30557690100921001746
01020110102,30557690100112003921
01020110201,30557690101932003593
01020110202,30557690101932004268
01020110301,30557690100011002148
01020110302,30557690100819003348
01020110401,30557690100415002077
01020110402,30557690101224004147
01020110501,30557690100819002678
01020110502,30557690101123003913
01020110601,30557690101628002295
01020110602,30557690101527002649
01020110701,30557690100819002076
01020110702,30557690100415002482
01020110801,30557690100213002504
01020110802,30557690100718003655
01020120101,30557690100617003498
01020120102,30557690101729004318
01020120201,30557690101022003785
01020120202,30557690100718003852
01020120301,30557690101527002142
01020120302,30557690101831002760
01020120401,30557690101628002171
01020120402,30557690100819003474
01020120501,30557690101123002657
01020120502,30557690100819000932
01020120601,30557690101932002159
01020120602,30557690101123002369
01020120701,30557690101932002560
01020120702,30557690100415003232
01020120801,30557690101426001814
01020120802,30557690100213004246
01020130101,30557690101932003093
01020130102,30557690100921004847
01020130201,30557690100819001739
01020130202,30557690100112002605
01020130301,30557690100516002396
01020130302,30557690101325002826
01020130401,30557690101831001770
01020130402,30557690100819002448
01020130501,30557690101831001933
01020130502,30557690101932001964
01020130601,30557690101224002545
01020130602,30557690101729003899
01020130701,30557690101224002945
01020130702,30557690101022000880
01020130801,30557690101932002803
01020130802,30557690100921003418
01020140101,30557690100314002249
01020140102,30557690100415004212
01020140201,30557690100011003278
01020140202,30557690100415004211
01020140301,30557690100516003855
01020140302,30557690101426004024
01020140401,30557690101932001857
01020140402,30557690101022002053
01020140501,30557690100011003337
01020140502,30557690100921003930
01020140601,30557690100516003642
01020140602,
01020140701,30557690101527003002
01020140702,30557690100314004015
01020140801,30557690100112002339
01020140802,30557690100011002701
01020150101,30557690100415003545
01020150102,30557690100921006054
01020150201,30557690101123002738
01020150202,30557690100819004067
01020150301,30557690101729002967
01020150302,30557690101932003311
01020150401,30557690100617002338
01020150402,30557690101831002641
01020150501,30557690101831002901
01020150502,30557690101426002947
01020150601,30557690101628001970
01020150602,30557690101729003634
01020150701,30557690101628002280
01020150702,30557690101224003485
01020150801,30557690100718003377
01020150802,30557690100112003570
01020160101,30557690101224001999
01020160102,30557690101932005259
01020160201,30557690100516002981
01020160202,30557690100718004894
01020160301,30557690100213001750
01020160302,30557690101224001054
01020160401,30557690100921003132
01020160402,30557690101831003939
01020160501,30557690100819004387
01020160502,30557690101729000956
01020160601,30557690100617004343
01020160602,30557690100617006092
01020160701,30557690100314005695
01020160702,
01020160801,30557690100921001827
01020160802,30557690100819002905
01020170101,30557690100819001959
01020170102,30557690101022002524
01020170201,30557690101831002639
01020170202,30557690100011003780
01020170301,30557690101527001902
01020170302,30557690100516002265
01020170401,30557690100921003854
01020170402,30557690100718005270
01020170501,30557690101932002267
